EXTERNAL_COURSE_KEY|EXTERNAL_PERSON_KEY|ROLE|AVAILABLE_IND|ROW_STATUS
CVCC.20826.202320|A01735083|Student|Y|enabled
CVCC.20826.202320|A02356541|P|Y|enabled
CVCC.20826.202320|A02358879|Student|Y|enabled
CVCC.20826.202320|A02322870|Student|Y|enabled
CVCC.20826.202320|A01773771|Student|Y|enabled
CVCC.20826.202320|A02280387|Student|Y|enabled
CVCC.20826.202320|A01789850|Student|Y|enabled
CVCC.20826.202320|A01768019|Student|Y|enabled
CVCC.20826.202320|A02319024|Student|Y|enabled
CVCC.20827.202320|A02247926|Student|N|disabled
CVCC.20827.202320|A02391460|Student|N|disabled
CVCC.20827.202320|A02247918|Student|N|disabled
CVCC.20827.202320|A02294568|Student|N|disabled
CVCC.20827.202320|A01743510|Student|Y|enabled
CVCC.20827.202320|A02275308|Student|Y|enabled
CVCC.20827.202320|A02336457|Student|Y|enabled
CVCC.20827.202320|A02345006|Student|Y|enabled
CVCC.20827.202320|A02345011|Student|Y|enabled
CVCC.20827.202320|A02345673|Student|Y|enabled
CVCC.20827.202320|A02346247|Student|Y|enabled
CVCC.20827.202320|A02399629|Student|Y|enabled
CVCC.20827.202320|A02406749|Student|Y|enabled
CVCC.20827.202320|A02423925|Student|Y|enabled
CVCC.20827.202320|A02431439|Student|Y|enabled
CVCC.20827.202320|A02268897|Student|N|disabled
CVCC.20827.202320|A02238384|Student|N|disabled
CVCC.20827.202320|A02430957|Student|N|disabled
CVCC.20827.202320|A02409706|Student|N|disabled
CVCC.20827.202320|A02025819|Student|N|disabled
CVCC.20827.202320|A01788090|Student|N|disabled
CVCC.20827.202320|A02443562|Student|N|disabled
CVCC.20827.202320|A02311593|Student|N|disabled
CVCC.20827.202320|A02435191|Student|Y|enabled
CVCC.20827.202320|A01735686|P|Y|enabled
CVCC.20828.202320|A01788022|P|Y|enabled
CVCC.20828.202320|A01740790|Student|N|disabled
CVCC.20828.202320|A02228426|Student|N|disabled
CVCC.20828.202320|A02337801|Student|N|disabled
CVCC.20828.202320|A02345006|Student|N|disabled
CVCC.20828.202320|A02401551|Student|N|disabled
CVCC.20828.202320|A02247918|Student|N|disabled
CVCC.20828.202320|A02345673|Student|N|disabled
CVCC.20828.202320|A02380405|Student|N|disabled
CVCC.20828.202320|A02347717|Student|N|disabled
CVCC.20828.202320|A02025819|Student|N|disabled
CVCC.20828.202320|A01287527|Student|Y|enabled
CVCC.20828.202320|A01391579|Student|Y|enabled
CVCC.20828.202320|A01740873|Student|Y|enabled
CVCC.20828.202320|A01748453|Student|Y|enabled
CVCC.20828.202320|A02257208|Student|Y|enabled
CVCC.20828.202320|A02280376|Student|Y|enabled
CVCC.20828.202320|A02345655|Student|Y|enabled
CVCC.20828.202320|A02345683|Student|Y|enabled
CVCC.20828.202320|A02380505|Student|Y|enabled
CVCC.20828.202320|A02385888|Student|Y|enabled
CVCC.20828.202320|A02396012|Student|Y|enabled
CVCC.20828.202320|A02396691|Student|Y|enabled
CVCC.20828.202320|A02409549|Student|Y|enabled
CVCC.20829.202320|A01383591|Student|Y|enabled
CVCC.20829.202320|A02358086|Student|N|disabled
CVCC.20829.202320|A01768337|Student|Y|enabled
CVCC.20829.202320|A02238384|Student|Y|enabled
CVCC.20829.202320|A02247918|Student|Y|enabled
CVCC.20829.202320|A02279105|Student|Y|enabled
CVCC.20829.202320|A02294568|Student|Y|enabled
CVCC.20829.202320|A02313594|Student|Y|enabled
CVCC.20829.202320|A02344711|Student|Y|enabled
CVCC.20829.202320|A02350999|Student|Y|enabled
CVCC.20829.202320|A02436390|Student|Y|enabled
CVCC.20829.202320|A02444099|Student|Y|enabled
CVCC.20829.202320|A01735686|P|Y|enabled
CVCC.20829.202320|A02399624|Student|N|disabled
CVCC.20829.202320|A02345683|Student|N|disabled
CVCC.20829.202320|A02265322|Student|N|disabled
CVCC.20829.202320|A02091835|Student|N|disabled
CVCC.20829.202320|A01543663|Student|Y|enabled
CVCC.20830.202320|A01739094|Student|Y|enabled
CVCC.20830.202320|A02387226|Student|N|disabled
CVCC.20830.202320|A01747627|Student|Y|enabled
CVCC.20830.202320|A02228426|Student|Y|enabled
CVCC.20830.202320|A02302843|Student|Y|enabled
CVCC.20830.202320|A02321941|Student|Y|enabled
CVCC.20830.202320|A02338119|Student|Y|enabled
CVCC.20830.202320|A02353478|Student|N|enabled
CVCC.20830.202320|A02361081|Student|Y|enabled
CVCC.20830.202320|A02362192|Student|Y|enabled
CVCC.20830.202320|A02367688|Student|Y|enabled
CVCC.20830.202320|A02375006|Student|Y|enabled
CVCC.20830.202320|A02419907|Student|Y|enabled
CVCC.20830.202320|A02423312|Student|Y|enabled
CVCC.20830.202320|A02433807|Student|Y|enabled
CVCC.20830.202320|A02439629|Student|Y|enabled
CVCC.20830.202320|A02440795|Student|Y|enabled
CVCC.20830.202320|A02067601|Student|N|disabled
CVCC.20830.202320|A02327155|Student|N|disabled
CVCC.20830.202320|A02433575|Student|N|disabled
CVCC.20830.202320|A02236537|Student|N|disabled
CVCC.20830.202320|A02090289|Student|N|disabled
CVCC.20830.202320|A01788022|P|Y|enabled
CVCC.20830.202320|A02431439|Student|N|disabled
CVCC.20830.202320|A01740384|Student|N|disabled
CVCC.20830.202320|A02268898|Student|N|disabled
CVCC.20830.202320|A02352138|Student|N|disabled
CVCC.20830.202320|A01781655|Student|Y|enabled
CVCC.20831.202320|A01759362|Student|Y|enabled
CVCC.20831.202320|A01778184|Student|N|disabled
CVCC.20831.202320|A01746341|Student|Y|enabled
CVCC.20831.202320|A02256798|Student|Y|enabled
CVCC.20831.202320|A02265322|Student|Y|enabled
CVCC.20831.202320|A02357119|Student|Y|enabled
CVCC.20831.202320|A02443687|Student|Y|enabled
CVCC.20831.202320|A02246942|Student|N|disabled
CVCC.20831.202320|A01108240|Student|N|disabled
CVCC.20831.202320|A01741346|Student|N|disabled
CVCC.20831.202320|A01771029|Student|N|disabled
CVCC.20831.202320|A02291074|Student|N|disabled
CVCC.20831.202320|A02313043|Student|N|disabled
CVCC.20831.202320|A02382649|Student|N|disabled
CVCC.20831.202320|A01767378|P|Y|enabled
CVCC.20831.202320|A02320176|Student|N|disabled
CVCC.20831.202320|A02028109|Student|N|disabled
CVCC.20831.202320|A01789850|Student|N|disabled
CVCC.20831.202320|A01780703|Student|Y|enabled
CVCC.20832.202320|A01784887|Student|Y|enabled
CVCC.20832.202320|A02399624|Student|N|disabled
CVCC.20832.202320|A01791408|Student|Y|enabled
CVCC.20832.202320|A02028109|Student|Y|enabled
CVCC.20832.202320|A02224047|Student|Y|enabled
CVCC.20832.202320|A02224055|Student|Y|enabled
CVCC.20832.202320|A02301597|Student|Y|enabled
CVCC.20832.202320|A02312290|Student|Y|enabled
CVCC.20832.202320|A02315000|Student|Y|enabled
CVCC.20832.202320|A02319024|Student|Y|enabled
CVCC.20832.202320|A02323452|Student|Y|enabled
CVCC.20832.202320|A02330236|Student|Y|enabled
CVCC.20832.202320|A02344986|Student|Y|enabled
CVCC.20832.202320|A02347717|Student|Y|enabled
CVCC.20832.202320|A02356824|Student|Y|enabled
CVCC.20832.202320|A02375996|Student|Y|enabled
CVCC.20832.202320|A02391453|Student|Y|enabled
CVCC.20832.202320|A02393178|Student|Y|enabled
CVCC.20832.202320|A02401953|Student|Y|enabled
CVCC.20832.202320|A02333940|Student|N|disabled
CVCC.20832.202320|A01741346|Student|N|disabled
CVCC.20832.202320|A02354944|Student|N|disabled
CVCC.20832.202320|A01391579|Student|N|disabled
CVCC.20832.202320|A01759362|Student|N|disabled
CVCC.20832.202320|A02313043|Student|N|disabled
CVCC.20832.202320|A01763601|Student|N|disabled
CVCC.20832.202320|A02264210|Student|N|disabled
CVCC.20832.202320|A02337074|Student|N|disabled
CVCC.20832.202320|A02404275|Student|N|disabled
CVCC.20832.202320|A01791291|Student|N|disabled
CVCC.20832.202320|A01735693|P|Y|enabled
CVCC.20832.202320|A02444099|Student|N|disabled
CVCC.20832.202320|A02396807|Student|N|disabled
CVCC.20832.202320|A01771029|Student|Y|enabled
CVCC.20833.202320|A01773569|Student|Y|enabled
CVCC.20833.202320|A01766834|Student|N|disabled
CVCC.20833.202320|A02233783|Student|Y|enabled
CVCC.20833.202320|A02250016|Student|Y|enabled
CVCC.20833.202320|A02258517|Student|Y|enabled
CVCC.20833.202320|A02264210|Student|Y|enabled
CVCC.20833.202320|A02271239|Student|Y|enabled
CVCC.20833.202320|A02295861|Student|Y|enabled
CVCC.20833.202320|A02313043|Student|Y|enabled
CVCC.20833.202320|A02316995|Student|Y|enabled
CVCC.20833.202320|A02320176|Student|Y|enabled
CVCC.20833.202320|A02323215|Student|Y|enabled
CVCC.20833.202320|A02339840|Student|Y|enabled
CVCC.20833.202320|A02341282|Student|Y|enabled
CVCC.20833.202320|A02344038|Student|Y|enabled
CVCC.20833.202320|A02345065|Student|Y|enabled
CVCC.20833.202320|A02363910|Student|Y|enabled
CVCC.20833.202320|A02399405|Student|Y|enabled
CVCC.20833.202320|A02432993|Student|Y|enabled
CVCC.20833.202320|A02268898|Student|N|disabled
CVCC.20833.202320|A02280985|Student|N|disabled
CVCC.20833.202320|A01748453|Student|N|disabled
CVCC.20833.202320|A02271241|Student|N|disabled
CVCC.20833.202320|A02303071|Student|N|disabled
CVCC.20833.202320|A02091835|Student|N|disabled
CVCC.20833.202320|A02223743|Student|N|disabled
CVCC.20833.202320|A02322869|Student|N|disabled
CVCC.20833.202320|A01745777|Student|N|disabled
CVCC.20833.202320|A01735693|P|Y|enabled
CVCC.20833.202320|A02372297|Student|N|disabled
CVCC.20833.202320|A02396012|Student|N|disabled
CVCC.20833.202320|A02408081|Student|N|disabled
CVCC.20833.202320|A01746229|Student|Y|enabled
CVCC.20834.202320|A02322869|Student|Y|enabled
CVCC.20834.202320|A02325522|Student|Y|enabled
CVCC.20834.202320|A02382649|Student|Y|enabled
CVCC.20834.202320|A01108240|Student|Y|enabled
CVCC.20834.202320|A01778184|Student|Y|enabled
CVCC.20834.202320|A01783833|Student|N|disabled
CVCC.20834.202320|A02090289|Student|Y|enabled
CVCC.20834.202320|A02271241|Student|Y|enabled
CVCC.20834.202320|A02280985|Student|Y|enabled
CVCC.20834.202320|A02295835|Student|Y|enabled
CVCC.20834.202320|A02303071|Student|Y|enabled
CVCC.20834.202320|A01789850|Student|N|disabled
CVCC.20834.202320|A02223743|Student|N|disabled
CVCC.20834.202320|A02250702|Student|N|disabled
CVCC.20834.202320|A02223425|Student|N|disabled
CVCC.20834.202320|A01735693|P|Y|enabled
CVCC.20834.202320|A02396012|Student|N|disabled
CVCC.20834.202320|A02437600|Student|N|disabled
CVCC.20834.202320|A02439629|Student|N|disabled
CVCC.20834.202320|A02236537|Student|N|disabled
CVCC.20834.202320|A02256798|Student|N|disabled
CVCC.20834.202320|A02315680|Student|N|disabled
CVCC.20835.202320|A01788090|Student|N|enabled
CVCC.20835.202320|A01740384|Student|N|disabled
CVCC.20835.202320|A01751416|Student|Y|enabled
CVCC.20835.202320|A02081265|Student|Y|enabled
CVCC.20835.202320|A02091870|Student|Y|enabled
CVCC.20835.202320|A02223425|Student|Y|enabled
CVCC.20835.202320|A02252276|Student|Y|enabled
CVCC.20835.202320|A02260342|Student|Y|enabled
CVCC.20835.202320|A02273443|Student|Y|enabled
CVCC.20835.202320|A02289938|Student|Y|enabled
CVCC.20835.202320|A02333854|Student|Y|enabled
CVCC.20835.202320|A02335274|Student|Y|enabled
CVCC.20835.202320|A02355431|Student|Y|enabled
CVCC.20835.202320|A02365501|Student|Y|enabled
CVCC.20835.202320|A02389841|Student|Y|enabled
CVCC.20835.202320|A02396872|Student|Y|enabled
CVCC.20835.202320|A02401468|Student|Y|enabled
CVCC.20835.202320|A02402682|Student|Y|enabled
CVCC.20835.202320|A02407334|Student|Y|enabled
CVCC.20835.202320|A02413563|Student|Y|enabled
CVCC.20835.202320|A02431246|Student|Y|enabled
CVCC.20835.202320|A02431439|Student|N|disabled
CVCC.20835.202320|A02437600|Student|N|disabled
CVCC.20835.202320|A02444097|Student|N|disabled
CVCC.20835.202320|A01734836|Student|N|disabled
CVCC.20835.202320|A01738205|Student|N|disabled
CVCC.20835.202320|A01741360|Student|N|disabled
CVCC.20835.202320|A01789850|Student|N|disabled
CVCC.20835.202320|A02089551|Student|N|disabled
CVCC.20835.202320|A02223743|Student|N|disabled
CVCC.20835.202320|A02238384|Student|N|disabled
CVCC.20835.202320|A02391460|Student|N|disabled
CVCC.20835.202320|A02349911|Student|N|disabled
CVCC.20835.202320|A01780703|Student|N|disabled
CVCC.20835.202320|A01748432|Student|N|disabled
CVCC.20835.202320|A02250702|Student|N|disabled
CVCC.20835.202320|A02067601|Student|N|disabled
CVCC.20835.202320|A02327924|Student|N|disabled
CVCC.20835.202320|A02373150|Student|N|disabled
CVCC.20835.202320|A01759362|Student|N|disabled
CVCC.20835.202320|A01746176|Student|N|disabled
CVCC.20835.202320|A01783833|Student|N|disabled
CVCC.20835.202320|A02324114|Student|N|disabled
CVCC.20835.202320|A02417066|Student|N|disabled
CVCC.20835.202320|A00926274|Student|N|disabled
CVCC.20835.202320|A01758775|Student|N|disabled
CVCC.20835.202320|A01741346|Student|N|disabled
CVCC.20835.202320|A02154814|P|Y|enabled
CVCC.20835.202320|A02368529|Student|N|disabled
CVCC.20835.202320|A02372297|Student|N|disabled
CVCC.20835.202320|A02412226|Student|N|disabled
CVCC.20835.202320|A01139113|Student|N|disabled
CVCC.20835.202320|A02071284|Student|N|disabled
CVCC.20835.202320|A02091674|Student|N|disabled
CVCC.20835.202320|A02388808|Student|N|disabled
CVCC.20835.202320|A01759523|Student|Y|enabled
CVCC.20836.202320|A01638396|Student|Y|enabled
CVCC.20836.202320|A02431439|Student|N|disabled
CVCC.20836.202320|A01758250|Student|Y|enabled
CVCC.20836.202320|A01765214|Student|Y|enabled
CVCC.20836.202320|A01786979|Student|Y|enabled
CVCC.20836.202320|A01786306|Student|Y|enabled
CVCC.20836.202320|A01770118|Student|Y|enabled
CVCC.20836.202320|A02250702|Student|Y|enabled
CVCC.20836.202320|A02251140|Student|Y|enabled
CVCC.20836.202320|A02265571|Student|Y|enabled
CVCC.20836.202320|A02283628|Student|Y|enabled
CVCC.20836.202320|A02295592|Student|Y|enabled
CVCC.20836.202320|A02313596|Student|Y|enabled
CVCC.20836.202320|A02315680|Student|Y|enabled
CVCC.20836.202320|A02325505|Student|Y|enabled
CVCC.20836.202320|A02327925|Student|Y|enabled
CVCC.20836.202320|A02355289|Student|Y|enabled
CVCC.20836.202320|A02409336|Student|Y|enabled
CVCC.20836.202320|A02295489|Student|N|disabled
CVCC.20836.202320|A01740384|Student|N|disabled
CVCC.20836.202320|A01771029|Student|N|disabled
CVCC.20836.202320|A02067601|Student|N|disabled
CVCC.20836.202320|A02436390|Student|N|disabled
CVCC.20836.202320|A02324545|Student|N|disabled
CVCC.20836.202320|A02407385|Student|N|disabled
CVCC.20836.202320|A01789850|Student|N|disabled
CVCC.20836.202320|A02025819|Student|N|disabled
CVCC.20836.202320|A01735693|P|Y|enabled
CVCC.20836.202320|A01756585|Student|Y|enabled
CVCC.20837.202320|A01577917|Student|Y|enabled
CVCC.20837.202320|A01746176|Student|N|disabled
CVCC.20837.202320|A01755144|Student|Y|enabled
CVCC.20837.202320|A01741360|Student|Y|enabled
CVCC.20837.202320|A01766963|Student|Y|enabled
CVCC.20837.202320|A02055893|Student|Y|enabled
CVCC.20837.202320|A02058545|Student|Y|enabled
CVCC.20837.202320|A02238383|Student|Y|enabled
CVCC.20837.202320|A02253759|Student|Y|enabled
CVCC.20837.202320|A02288140|Student|Y|enabled
CVCC.20837.202320|A02296112|Student|Y|enabled
CVCC.20837.202320|A02297286|Student|Y|enabled
CVCC.20837.202320|A02314505|Student|Y|enabled
CVCC.20837.202320|A02345647|Student|Y|enabled
CVCC.20837.202320|A02365778|Student|Y|enabled
CVCC.20837.202320|A02380405|Student|Y|enabled
CVCC.20837.202320|A02410580|Student|Y|enabled
CVCC.20837.202320|A02413137|Student|Y|enabled
CVCC.20837.202320|A02228426|Student|N|disabled
CVCC.20837.202320|A02329493|Student|N|disabled
CVCC.20837.202320|A02401953|Student|N|disabled
CVCC.20837.202320|A01759362|Student|N|disabled
CVCC.20837.202320|A02357455|Student|N|disabled
CVCC.20837.202320|A02358879|Student|N|disabled
CVCC.20837.202320|A02355843|Student|N|disabled
CVCC.20837.202320|A02385027|Student|N|disabled
CVCC.20837.202320|A02413563|Student|N|disabled
CVCC.20837.202320|A02443562|Student|N|disabled
CVCC.20837.202320|A02328818|Student|N|disabled
CVCC.20837.202320|A02401468|Student|N|disabled
CVCC.20837.202320|A02436390|Student|N|disabled
CVCC.20837.202320|A02402682|Student|N|disabled
CVCC.20837.202320|A02409706|Student|N|disabled
CVCC.20837.202320|A02433053|Student|N|disabled
CVCC.20837.202320|A02076887|Student|N|disabled
CVCC.20837.202320|A02266831|Student|N|disabled
CVCC.20837.202320|A01788097|P|Y|enabled
CVCC.20837.202320|A02241882|Student|N|disabled
CVCC.20837.202320|A02333064|Student|N|disabled
CVCC.20837.202320|A02395939|Student|N|disabled
CVCC.20837.202320|A02435284|Student|N|disabled
CVCC.20837.202320|A01743108|Student|N|disabled
CVCC.20837.202320|A02320170|Student|N|disabled
CVCC.20837.202320|A02327155|Student|N|disabled
CVCC.20837.202320|A02395297|Student|N|disabled
CVCC.20837.202320|A01759070|Student|N|disabled
CVCC.20837.202320|A01583372|Student|Y|enabled
CVCC.20838.202320|A02224321|Student|Y|enabled
CVCC.20838.202320|A01776045|Student|N|disabled
CVCC.20838.202320|A02241849|Student|Y|enabled
CVCC.20838.202320|A02271842|Student|Y|enabled
CVCC.20838.202320|A02355389|Student|Y|enabled
CVCC.20838.202320|A02357949|Student|Y|enabled
CVCC.20838.202320|A02399131|Student|Y|enabled
CVCC.20838.202320|A02429180|Student|Y|enabled
CVCC.20838.202320|A02433053|Student|Y|enabled
CVCC.20838.202320|A01566564|Student|Y|enabled
CVCC.20838.202320|A01743890|Student|Y|enabled
CVCC.20838.202320|A02076887|Student|Y|enabled
CVCC.20838.202320|A02032690|Student|Y|enabled
CVCC.20838.202320|A02223743|Student|N|disabled
CVCC.20838.202320|A02246710|Student|N|disabled
CVCC.20838.202320|A02273404|Student|N|disabled
CVCC.20838.202320|A01748432|Student|N|disabled
CVCC.20838.202320|A02328818|Student|N|disabled
CVCC.20838.202320|A02362192|Student|N|disabled
CVCC.20838.202320|A02380405|Student|N|disabled
CVCC.20838.202320|A02395939|Student|N|disabled
CVCC.20838.202320|A02415258|Student|N|disabled
CVCC.20838.202320|A02256798|Student|N|disabled
CVCC.20838.202320|A00821511|Student|N|disabled
CVCC.20838.202320|A01771569|Student|N|disabled
CVCC.20838.202320|A02257208|Student|N|disabled
CVCC.20838.202320|A00660629|Student|N|disabled
CVCC.20838.202320|A01325875|Student|N|disabled
CVCC.20838.202320|A01761099|Student|N|disabled
CVCC.20838.202320|A02400908|Student|N|disabled
CVCC.20838.202320|A01773955|Student|N|disabled
CVCC.20838.202320|A01740384|Student|N|disabled
CVCC.20838.202320|A01748453|Student|N|disabled
CVCC.20838.202320|A02090289|Student|N|disabled
CVCC.20838.202320|A02067601|Student|N|disabled
CVCC.20838.202320|A02251632|Student|N|disabled
CVCC.20838.202320|A01735639|P|Y|enabled
CVCC.20838.202320|A02236537|Student|N|disabled
CVCC.20838.202320|A02338119|Student|N|disabled
CVCC.20838.202320|A02354944|Student|N|disabled
CVCC.20838.202320|A02433575|Student|N|disabled
CVCC.20838.202320|A02439629|Student|N|disabled
CVCC.20838.202320|A02224502|Student|Y|enabled
CVCC.20839.202320|A00660629|Student|Y|enabled
CVCC.20839.202320|A01771569|Student|N|disabled
CVCC.20839.202320|A01758589|Student|Y|enabled
CVCC.20839.202320|A01746282|Student|Y|enabled
CVCC.20839.202320|A02253629|Student|Y|enabled
CVCC.20839.202320|A02286446|Student|Y|enabled
CVCC.20839.202320|A02295489|Student|Y|enabled
CVCC.20839.202320|A02329493|Student|Y|enabled
CVCC.20839.202320|A02338122|Student|Y|enabled
CVCC.20839.202320|A02344969|Student|Y|enabled
CVCC.20839.202320|A02372293|Student|Y|enabled
CVCC.20839.202320|A02379575|Student|Y|enabled
CVCC.20839.202320|A02385027|Student|Y|enabled
CVCC.20839.202320|A02406178|Student|Y|enabled
CVCC.20839.202320|A02431438|Student|Y|enabled
CVCC.20839.202320|A02435284|Student|Y|enabled
CVCC.20839.202320|A02438258|Student|Y|enabled
CVCC.20839.202320|A02256285|Student|N|disabled
CVCC.20839.202320|A02401953|Student|N|disabled
CVCC.20839.202320|A01543663|Student|N|disabled
CVCC.20839.202320|A02375996|Student|N|disabled
CVCC.20839.202320|A02380405|Student|N|disabled
CVCC.20839.202320|A02333064|Student|N|disabled
CVCC.20839.202320|A02412226|Student|N|disabled
CVCC.20839.202320|A02224321|Student|N|disabled
CVCC.20839.202320|A01783978|Student|Y|enabled
CVCC.20839.202320|A01770667|Student|Y|enabled
CVCC.20839.202320|A02058472|Student|Y|enabled
CVCC.20839.202320|A02345673|Student|N|disabled
CVCC.20839.202320|A02409565|Student|N|disabled
CVCC.20839.202320|A02228426|Student|N|disabled
CVCC.20839.202320|A02328818|Student|N|disabled
CVCC.20839.202320|A01748453|Student|N|disabled
CVCC.20839.202320|A01767378|P|Y|enabled
CVCC.20839.202320|A02345006|Student|N|disabled
CVCC.20839.202320|A01784887|Student|N|disabled
CVCC.20839.202320|A02223743|Student|N|disabled
CVCC.20839.202320|A02351373|Student|N|disabled
CVCC.20839.202320|A02354944|Student|N|disabled
CVCC.20839.202320|A02410053|Student|N|disabled
CVCC.20839.202320|A01775552|Student|Y|enabled
CVCC.20840.202320|A01740179|Student|Y|enabled
CVCC.20840.202320|A02384487|Student|N|disabled
CVCC.20840.202320|A02436390|Student|N|disabled
CVCC.20840.202320|A02329493|Student|N|disabled
CVCC.20840.202320|A02361538|Student|Y|enabled
CVCC.20840.202320|A02253629|Student|N|disabled
CVCC.20840.202320|A02355840|Student|Y|enabled
CVCC.20840.202320|A02288140|Student|N|disabled
CVCC.20840.202320|A01746744|Student|N|disabled
CVCC.20840.202320|A01755144|Student|N|disabled
CVCC.20840.202320|A02328818|Student|Y|enabled
CVCC.20840.202320|A02315124|Student|Y|enabled
CVCC.20840.202320|A01788097|P|Y|enabled
CVCC.20840.202320|A00821511|Student|N|disabled
CVCC.20840.202320|A02238384|Student|N|disabled
CVCC.20840.202320|A02058573|Student|Y|enabled
CVCC.20840.202320|A01554594|Student|N|disabled
CVCC.20840.202320|A02070622|Student|Y|enabled
CVCC.20840.202320|A01772159|Student|Y|enabled
CVCC.20840.202320|A01791408|Student|N|disabled
CVCC.20840.202320|A00660629|Student|N|disabled
CVCC.20840.202320|A01752852|Student|Y|enabled
CVCC.20840.202320|A01773955|Student|N|disabled
CVCC.20840.202320|A02409706|Student|Y|enabled
CVCC.20841.202320|A00821511|Student|N|disabled
CVCC.20841.202320|A02444426|Student|N|disabled
CVCC.20841.202320|A02333064|Student|N|disabled
CVCC.20841.202320|A02250702|Student|N|disabled
CVCC.20841.202320|A02435043|Student|N|disabled
CVCC.20841.202320|A01788097|P|Y|enabled
CVCC.20841.202320|A01791408|Student|N|disabled
CVCC.20841.202320|A01734482|Student|N|disabled
CVCC.20841.202320|A00796600|Student|N|disabled
CVCC.20841.202320|A02326459|Student|Y|enabled
CVCC.20841.202320|A02324715|Student|Y|enabled
CVCC.20841.202320|A02320175|Student|Y|enabled
CVCC.20841.202320|A02313041|Student|Y|enabled
CVCC.20841.202320|A02296340|Student|Y|enabled
CVCC.20841.202320|A02173235|Student|Y|enabled
CVCC.20841.202320|A02039856|Student|Y|enabled
CVCC.20841.202320|A01771695|Student|Y|enabled
CVCC.20841.202320|A01785126|Student|Y|enabled
CVCC.20841.202320|A01786090|Student|Y|enabled
CVCC.20841.202320|A01760900|Student|Y|enabled
CVCC.20841.202320|A01779231|Student|Y|enabled
CVCC.20841.202320|A02433840|Student|N|enabled
CVCC.20842.202320|A01554594|Student|Y|enabled
CVCC.20842.202320|A01757038|Student|Y|enabled
CVCC.20842.202320|A01759233|Student|Y|enabled
CVCC.20842.202320|A01763323|Student|Y|enabled
CVCC.20842.202320|A01745358|Student|Y|enabled
CVCC.20842.202320|A01746744|Student|Y|enabled
CVCC.20842.202320|A01747001|Student|Y|enabled
CVCC.20842.202320|A01786418|Student|Y|enabled
CVCC.20842.202320|A01791408|Student|Y|enabled
CVCC.20842.202320|A02091674|Student|Y|enabled
CVCC.20842.202320|A02223427|Student|Y|enabled
CVCC.20842.202320|A02224300|Student|Y|enabled
CVCC.20842.202320|A02245971|Student|Y|enabled
CVCC.20842.202320|A02262971|Student|Y|enabled
CVCC.20842.202320|A02295044|Student|Y|enabled
CVCC.20842.202320|A02304615|Student|Y|enabled
CVCC.20842.202320|A02314997|Student|Y|enabled
CVCC.20842.202320|A02327154|Student|Y|enabled
CVCC.20842.202320|A02357459|Student|Y|enabled
CVCC.20842.202320|A02366510|Student|Y|enabled
CVCC.20842.202320|A02400193|Student|Y|enabled
CVCC.20842.202320|A02333854|Student|N|disabled
CVCC.20842.202320|A02423314|Student|N|disabled
CVCC.20842.202320|A01756937|Student|N|disabled
CVCC.20842.202320|A01741360|Student|N|disabled
CVCC.20842.202320|A02173235|Student|N|disabled
CVCC.20842.202320|A02338122|Student|N|disabled
CVCC.20842.202320|A02401953|Student|N|disabled
CVCC.20842.202320|A02233803|Student|N|disabled
CVCC.20842.202320|A02442577|Student|N|disabled
CVCC.20842.202320|A00821511|Student|N|disabled
CVCC.20842.202320|A01760525|Student|N|disabled
CVCC.20842.202320|A01753654|Student|N|disabled
CVCC.20842.202320|A01735639|P|Y|enabled
CVCC.20842.202320|A01785338|Student|N|disabled
CVCC.20842.202320|A02333064|Student|N|disabled
CVCC.20842.202320|A02374734|Student|N|disabled
CVCC.20842.202320|A02405130|Student|N|disabled
CVCC.20842.202320|A01787925|Student|N|disabled
CVCC.20842.202320|A01787977|Student|N|disabled
CVCC.20842.202320|A02081265|Student|N|disabled
CVCC.20842.202320|A02327155|Student|N|disabled
CVCC.20842.202320|A02317903|Student|N|disabled
CVCC.20842.202320|A01325875|Student|N|disabled
CVCC.20842.202320|A02253629|Student|N|disabled
CVCC.20843.202320|A00658473|Student|N|disabled
CVCC.20843.202320|A01791530|Student|N|disabled
CVCC.20843.202320|A01756234|Student|Y|enabled
CVCC.20843.202320|A01755140|Student|Y|enabled
CVCC.20843.202320|A02355840|Student|Y|enabled
CVCC.20843.202320|A02372293|Student|Y|enabled
CVCC.20843.202320|A02399411|Student|Y|enabled
CVCC.20843.202320|A02282599|Student|N|disabled
CVCC.20843.202320|A02333064|Student|N|disabled
CVCC.20843.202320|A02403097|Student|N|disabled
CVCC.20843.202320|A01566564|Student|N|disabled
CVCC.20843.202320|A01791408|Student|N|disabled
CVCC.20843.202320|A01791291|Student|N|disabled
CVCC.20843.202320|A02058147|Student|N|disabled
CVCC.20843.202320|A02247049|Student|N|disabled
CVCC.20843.202320|A00796600|Student|N|disabled
CVCC.20843.202320|A02238384|Student|N|disabled
CVCC.20843.202320|A02254489|Student|N|disabled
CVCC.20843.202320|A02373150|Student|N|disabled
CVCC.20843.202320|A02417066|Student|N|disabled
CVCC.20843.202320|A01734482|Student|N|disabled
CVCC.20843.202320|A01756196|Student|N|disabled
CVCC.20843.202320|A02064588|Student|N|disabled
CVCC.20843.202320|A02091674|Student|N|disabled
CVCC.20843.202320|A02282093|Student|N|disabled
CVCC.20843.202320|A01765531|Student|Y|enabled
CVCC.20843.202320|A01784627|Student|Y|enabled
CVCC.20843.202320|A01770667|Student|Y|enabled
